,Index,JSON Data,Date,City,Country,Latitude,Longitude,Temperature,Humidity,Clouds,Wind Speed
559,559,"{'coord': {'lon': 40.0573, 'lat': 1.7471}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 79.43, 'feels_like': 79.43, 'temp_min': 79.43, 'temp_max': 79.43, 'pressure': 1013, 'humidity': 55, 'sea_level': 1013, 'grnd_level': 984}, 'visibility': 10000, 'wind': {'speed': 19.46, 'deg': 157, 'gust': 26.24}, 'clouds': {'all': 97}, 'dt': 1660682138, 'sys': {'country': 'KE', 'sunrise': 1660619946, 'sunset': 1660663763}, 'timezone': 10800, 'id': 178443, 'name': 'Wajir', 'cod': 200}",1660682138,Wajir,KE,1.7471,40.0573,79.43,55.0,97.0,19.46
560,560,"{'coord': {'lon': 45.1175, 'lat': 62.1535}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 61.52, 'feels_like': 61.27, 'temp_min': 61.52, 'temp_max': 61.52, 'pressure': 1025, 'humidity': 83, 'sea_level': 1025, 'grnd_level': 1020}, 'visibility': 10000, 'wind': {'speed': 2.48, 'deg': 225, 'gust': 2.62}, 'clouds': {'all': 19}, 'dt': 1660682140, 'sys': {'country': 'RU', 'sunrise': 1660611893, 'sunset': 1660669387}, 'timezone': 10800, 'id': 563990, 'name': 'Dvinskoy', 'cod': 200}",1660682140,Dvinskoy,RU,62.1535,45.1175,61.52,83.0,19.0,2.48
561,561,"{'coord': {'lon': 55.4781, 'lat': -21.3393}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 67.5, 'feels_like': 66.81, 'temp_min': 67.28, 'temp_max': 67.91, 'pressure': 1021, 'humidity': 61}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 30}, 'clouds': {'all': 0}, 'dt': 1660682142, 'sys': {'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1660704012, 'sunset': 1660745073}, 'timezone': 14400, 'id': 935214, 'name': 'Saint-Pierre', 'cod': 200}",1660682142,Saint-Pierre,RE,-21.3393,55.4781,67.5,61.0,0.0,8.05
562,562,"{'coord': {'lon': -38.8828, 'lat': -15.8631}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 72.18, 'feels_like': 72.57, 'temp_min': 72.18, 'temp_max': 72.18, 'pressure': 1018, 'humidity': 74, 'sea_level': 1018, 'grnd_level': 1018}, 'visibility': 10000, 'wind': {'speed': 6.8, 'deg': 89, 'gust': 9.73}, 'clouds': {'all': 31}, 'dt': 1660682144, 'sys': {'country': 'BR', 'sunrise': 1660639939, 'sunset': 1660681657}, 'timezone': -10800, 'id': 3470137, 'name': 'Belmonte', 'cod': 200}",1660682144,Belmonte,BR,-15.8631,-38.8828,72.18,74.0,31.0,6.8
563,563,"{'coord': {'lon': -50.5706, 'lat': -14.7447}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 88.95, 'feels_like': 85.46, 'temp_min': 88.95, 'temp_max': 88.95, 'pressure': 1009, 'humidity': 21, 'sea_level': 1009, 'grnd_level': 975}, 'visibility': 10000, 'wind': {'speed': 5.23, 'deg': 46, 'gust': 6.26}, 'clouds': {'all': 5}, 'dt': 1660682146, 'sys': {'country': 'BR', 'sunrise': 1660642673, 'sunset': 1660684531}, 'timezone': -10800, 'id': 3456642, 'name': 'Mozarlândia', 'cod': 200}",1660682146,Mozarlândia,BR,-14.7447,-50.5706,88.95,21.0,5.0,5.23
564,564,"{'coord': {'lon': 1.637, 'lat': 16.6362}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 88.16, 'feels_like': 90.59, 'temp_min': 88.16, 'temp_max': 88.16, 'pressure': 1010, 'humidity': 48, 'sea_level': 1010, 'grnd_level': 967}, 'visibility': 10000, 'wind': {'speed': 15.1, 'deg': 153, 'gust': 19.73}, 'clouds': {'all': 9}, 'dt': 1660682147, 'sys': {'country': 'ML', 'sunrise': 1660628253, 'sunset': 1660673896}, 'timezone': 0, 'id': 2457161, 'name': 'Gao', 'cod': 200}",1660682147,Gao,ML,16.6362,1.637,88.16,48.0,9.0,15.1
565,565,"{'coord': {'lon': 147.8833, 'lat': 45.2333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 55.69, 'feels_like': 55.42, 'temp_min': 55.69, 'temp_max': 55.69, 'pressure': 998, 'humidity': 95, 'sea_level': 998, 'grnd_level': 987}, 'visibility': 8678, 'wind': {'speed': 19.24, 'deg': 339, 'gust': 31.18}, 'clouds': {'all': 99}, 'dt': 1660682149, 'sys': {'country': 'RU', 'sunrise': 1660677088, 'sunset': 1660727649}, 'timezone': 36000, 'id': 2123979, 'name': ""Kuril'sk"", 'cod': 200}",1660682149,Kuril'sk,RU,45.2333,147.8833,55.69,95.0,99.0,19.24
566,566,"{'coord': {'lon': 72.9667, 'lat': 3.7833}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 81.05, 'feels_like': 85.06, 'temp_min': 81.05, 'temp_max': 81.05, 'pressure': 1010, 'humidity': 72, 'sea_level': 1010, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 5.03, 'deg': 126, 'gust': 5.48}, 'clouds': {'all': 27}, 'dt': 1660682151, 'sys': {'country': 'MV', 'sunrise': 1660698322, 'sunset': 1660742369}, 'timezone': 18000, 'id': 1337605, 'name': 'Mahibadhoo', 'cod': 200}",1660682151,Mahibadhoo,MV,3.7833,72.9667,81.05,72.0,27.0,5.03
567,567,"{'coord': {'lon': -2.2405, 'lat': 4.8699}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.95, 'feels_like': 75.67, 'temp_min': 74.95, 'temp_max': 74.95, 'pressure': 1014, 'humidity': 75, 'sea_level': 1014, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 7.87, 'deg': 204, 'gust': 13.78}, 'clouds': {'all': 100}, 'dt': 1660682153, 'sys': {'country': 'GH', 'sunrise': 1660629912, 'sunset': 1660674098}, 'timezone': 0, 'id': 2303611, 'name': 'Esim', 'cod': 200}",1660682153,Esim,GH,4.8699,-2.2405,74.95,75.0,100.0,7.87
568,568,"{'coord': {'lon': -80.0333, 'lat': 0.6}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 75.94, 'feels_like': 76.95, 'temp_min': 75.94, 'temp_max': 75.94, 'pressure': 1009, 'humidity': 79, 'sea_level': 1009, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 6.85, 'deg': 241, 'gust': 5.82}, 'clouds': {'all': 93}, 'dt': 1660682155, 'sys': {'country': 'EC', 'sunrise': 1660648832, 'sunset': 1660692513}, 'timezone': -18000, 'id': 3653967, 'name': 'Muisne', 'cod': 200}",1660682155,Muisne,EC,0.6,-80.0333,75.94,79.0,93.0,6.85
569,569,"{'coord': {'lon': -111.101, 'lat': 30.5838}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 90, 'feels_like': 91.72, 'temp_min': 90, 'temp_max': 90, 'pressure': 1010, 'humidity': 43, 'sea_level': 1010, 'grnd_level': 934}, 'visibility': 10000, 'wind': {'speed': 7.54, 'deg': 227, 'gust': 5.79}, 'clouds': {'all': 50}, 'dt': 1660682157, 'sys': {'country': 'MX', 'sunrise': 1660654305, 'sunset': 1660701950}, 'timezone': -25200, 'id': 3996893, 'name': 'Caborca', 'cod': 200}",1660682157,Caborca,MX,30.5838,-111.101,90.0,43.0,50.0,7.54
570,570,"{'coord': {'lon': -4, 'lat': 39.8333}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 70.57, 'feels_like': 68.65, 'temp_min': 70.57, 'temp_max': 70.57, 'pressure': 1010, 'humidity': 28, 'sea_level': 1010, 'grnd_level': 943}, 'visibility': 10000, 'wind': {'speed': 7.25, 'deg': 248, 'gust': 8.21}, 'clouds': {'all': 9}, 'dt': 1660682158, 'sys': {'country': 'ES', 'sunrise': 1660627727, 'sunset': 1660677127}, 'timezone': 7200, 'id': 2510407, 'name': 'Toledo', 'cod': 200}",1660682158,Toledo,ES,39.8333,-4.0,70.57,28.0,9.0,7.25
571,571,"{'coord': {'lon': 12.6934, 'lat': 67.667}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 53.46, 'feels_like': 53.15, 'temp_min': 53.46, 'temp_max': 53.46, 'pressure': 1005, 'humidity': 99, 'sea_level': 1005, 'grnd_level': 1003}, 'visibility': 1527, 'wind': {'speed': 10.78, 'deg': 1, 'gust': 11.25}, 'rain': {'1h': 0.84}, 'clouds': {'all': 100}, 'dt': 1660682160, 'sys': {'type': 1, 'id': 1661, 'country': 'NO', 'sunrise': 1660617350, 'sunset': 1660679493}, 'timezone': 7200, 'id': 3137469, 'name': 'Sørland', 'cod': 200}",1660682160,Sørland,NO,67.667,12.6934,53.46,99.0,100.0,10.78
572,572,"{'coord': {'lon': -105.2, 'lat': 20.7}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 85.23, 'feels_like': 91.72, 'temp_min': 85.23, 'temp_max': 87.22, 'pressure': 1010, 'humidity': 66}, 'visibility': 10000, 'wind': {'speed': 9.22, 'deg': 240}, 'clouds': {'all': 100}, 'dt': 1660682162, 'sys': {'type': 1, 'id': 7156, 'country': 'MX', 'sunrise': 1660653627, 'sunset': 1660699797}, 'timezone': -18000, 'id': 4004293, 'name': 'Ixtapa', 'cod': 200}",1660682162,Ixtapa,MX,20.7,-105.2,85.23,66.0,100.0,9.22
573,573,"{'coord': {'lon': 113.2792, 'lat': 46.6806}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 63.68, 'feels_like': 62.01, 'temp_min': 63.68, 'temp_max': 63.68, 'pressure': 1000, 'humidity': 48, 'sea_level': 1000, 'grnd_level': 892}, 'visibility': 10000, 'wind': {'speed': 9.91, 'deg': 182, 'gust': 16.51}, 'clouds': {'all': 51}, 'dt': 1660682164, 'sys': {'country': 'MN', 'sunrise': 1660685212, 'sunset': 1660736132}, 'timezone': 28800, 'id': 2032614, 'name': 'Baruun-Urt', 'cod': 200}",1660682164,Baruun-Urt,MN,46.6806,113.2792,63.68,48.0,51.0,9.91
574,574,"{'coord': {'lon': 136.4192, 'lat': -13.8483}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 67.44, 'feels_like': 67.37, 'temp_min': 67.44, 'temp_max': 67.44, 'pressure': 1015, 'humidity': 74, 'sea_level': 1015, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 12.77, 'deg': 150, 'gust': 23.76}, 'clouds': {'all': 95}, 'dt': 1660682166, 'sys': {'country': 'AU', 'sunrise': 1660684126, 'sunset': 1660726113}, 'timezone': 34200, 'id': 2079582, 'name': 'Alyangula', 'cod': 200}",1660682166,Alyangula,AU,-13.8483,136.4192,67.44,74.0,95.0,12.77
575,575,"{'coord': {'lon': -72.3287, 'lat': 42.1584}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 80.29, 'feels_like': 80.31, 'temp_min': 75.96, 'temp_max': 84.06, 'pressure': 1016, 'humidity': 42}, 'visibility': 10000, 'wind': {'speed': 9.22, 'deg': 60}, 'clouds': {'all': 75}, 'dt': 1660682003, 'sys': {'type': 2, 'id': 2010865, 'country': 'US', 'sunrise': 1660643881, 'sunset': 1660693766}, 'timezone': -14400, 'id': 4946620, 'name': 'Palmer', 'cod': 200}",1660682003,Palmer,US,42.1584,-72.3287,80.29,42.0,75.0,9.22
576,576,"{'coord': {'lon': 12.1522, 'lat': -15.1961}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 61.52, 'feels_like': 61.41, 'temp_min': 61.52, 'temp_max': 61.52, 'pressure': 1016, 'humidity': 86, 'sea_level': 1016, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 5.08, 'deg': 190, 'gust': 5.48}, 'clouds': {'all': 83}, 'dt': 1660682170, 'sys': {'country': 'AO', 'sunrise': 1660627654, 'sunset': 1660669448}, 'timezone': 3600, 'id': 3347019, 'name': 'Mossamedes', 'cod': 200}",1660682170,Mossamedes,AO,-15.1961,12.1522,61.52,86.0,83.0,5.08
577,577,"{'coord': {'lon': 34.3222, 'lat': 63.7415}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 64.51, 'feels_like': 64.56, 'temp_min': 64.51, 'temp_max': 64.51, 'pressure': 1021, 'humidity': 83, 'sea_level': 1021, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 7, 'deg': 175, 'gust': 11.92}, 'clouds': {'all': 8}, 'dt': 1660682171, 'sys': {'country': 'RU', 'sunrise': 1660613933, 'sunset': 1660672529}, 'timezone': 10800, 'id': 497927, 'name': 'Segezha', 'cod': 200}",1660682171,Segezha,RU,63.7415,34.3222,64.51,83.0,8.0,7.0
578,578,"{'coord': {'lon': 17.5988, 'lat': 68.3751}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 69.04, 'feels_like': 69.6, 'temp_min': 62.65, 'temp_max': 69.04, 'pressure': 1006, 'humidity': 84, 'sea_level': 1006, 'grnd_level': 1004}, 'visibility': 10000, 'wind': {'speed': 6.13, 'deg': 122, 'gust': 6.15}, 'clouds': {'all': 65}, 'dt': 1660682173, 'sys': {'type': 2, 'id': 2017829, 'country': 'NO', 'sunrise': 1660615757, 'sunset': 1660678731}, 'timezone': 7200, 'id': 3144987, 'name': 'Beisfjord', 'cod': 200}",1660682173,Beisfjord,NO,68.3751,17.5988,69.04,84.0,65.0,6.13
579,579,"{'coord': {'lon': 3.9054, 'lat': 46.4154}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 63.84, 'feels_like': 64.35, 'temp_min': 63.68, 'temp_max': 63.84, 'pressure': 1010, 'humidity': 94}, 'visibility': 10000, 'wind': {'speed': 10.36, 'deg': 10}, 'clouds': {'all': 100}, 'dt': 1660682175, 'sys': {'type': 1, 'id': 6499, 'country': 'FR', 'sunrise': 1660625044, 'sunset': 1660676016}, 'timezone': 7200, 'id': 2980080, 'name': 'Saint-François', 'cod': 200}",1660682175,Saint-François,FR,46.4154,3.9054,63.84,94.0,100.0,10.36
580,580,"{'coord': {'lon': -101.9667, 'lat': 22.2667}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 69.91, 'feels_like': 69.37, 'temp_min': 69.91, 'temp_max': 69.91, 'pressure': 1012, 'humidity': 59, 'sea_level': 1012, 'grnd_level': 803}, 'visibility': 10000, 'wind': {'speed': 9.82, 'deg': 183, 'gust': 10.02}, 'clouds': {'all': 100}, 'dt': 1660682177, 'sys': {'country': 'MX', 'sunrise': 1660652742, 'sunset': 1660699130}, 'timezone': -18000, 'id': 3998291, 'name': 'Loreto', 'cod': 200}",1660682177,Loreto,MX,22.2667,-101.9667,69.91,59.0,100.0,9.82
581,581,"{'coord': {'lon': -72.0662, 'lat': -45.5752}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 40.95, 'feels_like': 37.89, 'temp_min': 36.21, 'temp_max': 40.95, 'pressure': 996, 'humidity': 60}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 0}, 'clouds': {'all': 75}, 'dt': 1660682179, 'sys': {'type': 1, 'id': 8491, 'country': 'CL', 'sunrise': 1660650313, 'sunset': 1660687208}, 'timezone': -14400, 'id': 3894426, 'name': 'Coyhaique', 'cod': 200}",1660682179,Coyhaique,CL,-45.5752,-72.0662,40.95,60.0,75.0,4.61
582,582,"{'coord': {'lon': 52.1498, 'lat': 65.441}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 47.44, 'feels_like': 46.56, 'temp_min': 47.44, 'temp_max': 47.44, 'pressure': 1027, 'humidity': 76, 'sea_level': 1027, 'grnd_level': 1024}, 'visibility': 10000, 'wind': {'speed': 3.24, 'deg': 128, 'gust': 3.18}, 'clouds': {'all': 83}, 'dt': 1660682181, 'sys': {'country': 'RU', 'sunrise': 1660608956, 'sunset': 1660668950}, 'timezone': 10800, 'id': 477940, 'name': 'Ust-Tsilma', 'cod': 200}",1660682181,Ust-Tsilma,RU,65.441,52.1498,47.44,76.0,83.0,3.24
583,583,"{'coord': {'lon': -52.2567, 'lat': -15.89}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 95.58, 'feels_like': 98.98, 'temp_min': 95.58, 'temp_max': 95.58, 'pressure': 1011, 'humidity': 38}, 'visibility': 10000, 'wind': {'speed': 9.22, 'deg': 30}, 'clouds': {'all': 40}, 'dt': 1660682183, 'sys': {'type': 1, 'id': 8325, 'country': 'BR', 'sunrise': 1660643149, 'sunset': 1660684865}, 'timezone': -14400, 'id': 3470709, 'name': 'Barra do Garças', 'cod': 200}",1660682183,Barra do Garças,BR,-15.89,-52.2567,95.58,38.0,40.0,9.22
584,584,"{'coord': {'lon': -83.8889, 'lat': 43.5945}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 76.24, 'feels_like': 76.24, 'temp_min': 71.92, 'temp_max': 80.71, 'pressure': 1020, 'humidity': 57}, 'visibility': 10000, 'wind': {'speed': 14.97, 'deg': 40}, 'clouds': {'all': 20}, 'dt': 1660681905, 'sys': {'type': 2, 'id': 2043222, 'country': 'US', 'sunrise': 1660646490, 'sunset': 1660696706}, 'timezone': -14400, 'id': 4985180, 'name': 'Bay City', 'cod': 200}",1660681905,Bay City,US,43.5945,-83.8889,76.24,57.0,20.0,14.97
585,585,"{'coord': {'lon': -5.0544, 'lat': 50.2653}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 61.88, 'feels_like': 62.19, 'temp_min': 61.56, 'temp_max': 61.88, 'pressure': 1011, 'humidity': 94}, 'visibility': 10000, 'wind': {'speed': 10.36, 'deg': 360}, 'rain': {'1h': 0.13}, 'clouds': {'all': 75}, 'dt': 1660682186, 'sys': {'type': 1, 'id': 1403, 'country': 'GB', 'sunrise': 1660626634, 'sunset': 1660678726}, 'timezone': 3600, 'id': 2635412, 'name': 'Truro', 'cod': 200}",1660682186,Truro,GB,50.2653,-5.0544,61.88,94.0,75.0,10.36
586,586,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
587,587,"{'coord': {'lon': 28.6822, 'lat': 7.2737}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 70.27, 'feels_like': 71.55, 'temp_min': 70.27, 'temp_max': 70.27, 'pressure': 1013, 'humidity': 97, 'sea_level': 1013, 'grnd_level': 963}, 'visibility': 10000, 'wind': {'speed': 4.5, 'deg': 227, 'gust': 10}, 'clouds': {'all': 100}, 'dt': 1660682189, 'sys': {'country': 'SS', 'sunrise': 1660622347, 'sunset': 1660666822}, 'timezone': 7200, 'id': 365763, 'name': 'Tonj', 'cod': 200}",1660682189,Tonj,SS,7.2737,28.6822,70.27,97.0,100.0,4.5
588,588,"{'coord': {'lon': 92.9, 'lat': 20.15}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 80.96, 'feels_like': 87.94, 'temp_min': 80.96, 'temp_max': 80.96, 'pressure': 1004, 'humidity': 88, 'sea_level': 1004, 'grnd_level': 1003}, 'visibility': 10000, 'wind': {'speed': 10.87, 'deg': 312, 'gust': 16.31}, 'clouds': {'all': 57}, 'dt': 1660682191, 'sys': {'country': 'MM', 'sunrise': 1660692528, 'sunset': 1660738596}, 'timezone': 23400, 'id': 1295765, 'name': 'Sittwe', 'cod': 200}",1660682191,Sittwe,MM,20.15,92.9,80.96,88.0,57.0,10.87
589,589,"{'coord': {'lon': 125.4808, 'lat': 12.2188}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 77.88, 'feels_like': 79.36, 'temp_min': 77.88, 'temp_max': 77.88, 'pressure': 1010, 'humidity': 85, 'sea_level': 1010, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 4.47, 'deg': 204, 'gust': 5.61}, 'clouds': {'all': 100}, 'dt': 1660682193, 'sys': {'country': 'PH', 'sunrise': 1660685216, 'sunset': 1660730272}, 'timezone': 28800, 'id': 1731248, 'name': 'Alugan', 'cod': 200}",1660682193,Alugan,PH,12.2188,125.4808,77.88,85.0,100.0,4.47
590,590,"{'coord': {'lon': 80.5353, 'lat': 5.9485}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 76.75, 'feels_like': 78.4, 'temp_min': 76.75, 'temp_max': 76.75, 'pressure': 1009, 'humidity': 91, 'sea_level': 1009, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 4.72, 'deg': 269, 'gust': 8.05}, 'clouds': {'all': 100}, 'dt': 1660682195, 'sys': {'country': 'LK', 'sunrise': 1660696379, 'sunset': 1660740680}, 'timezone': 19800, 'id': 1235846, 'name': 'Matara', 'cod': 200}",1660682195,Matara,LK,5.9485,80.5353,76.75,91.0,100.0,4.72
591,591,"{'coord': {'lon': 32.0377, 'lat': -28.783}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 65.08, 'feels_like': 63.55, 'temp_min': 65.08, 'temp_max': 65.08, 'pressure': 1013, 'humidity': 48, 'sea_level': 1013, 'grnd_level': 1012}, 'visibility': 10000, 'wind': {'speed': 12.26, 'deg': 4, 'gust': 29.55}, 'clouds': {'all': 51}, 'dt': 1660682197, 'sys': {'country': 'ZA', 'sunrise': 1660623802, 'sunset': 1660663756}, 'timezone': 7200, 'id': 962367, 'name': 'Richards Bay', 'cod': 200}",1660682197,Richards Bay,ZA,-28.783,32.0377,65.08,48.0,51.0,12.26
592,592,"{'coord': {'lon': -92.2671, 'lat': 34.7695}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 90.43, 'feels_like': 97.38, 'temp_min': 86.02, 'temp_max': 93.18, 'pressure': 1014, 'humidity': 54}, 'visibility': 10000, 'wind': {'speed': 16.11, 'deg': 70}, 'clouds': {'all': 75}, 'dt': 1660682199, 'sys': {'type': 2, 'id': 47703, 'country': 'US', 'sunrise': 1660649421, 'sunset': 1660697795}, 'timezone': -18000, 'id': 4124112, 'name': 'North Little Rock', 'cod': 200}",1660682199,North Little Rock,US,34.7695,-92.2671,90.43,54.0,75.0,16.11
593,593,"{'cod': '404', 'message': 'city not found'}",NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0
594,594,"{'coord': {'lon': 5.0046, 'lat': 47.2932}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 74.62, 'feels_like': 74.14, 'temp_min': 74.35, 'temp_max': 74.62, 'pressure': 1009, 'humidity': 50}, 'visibility': 10000, 'wind': {'speed': 6.91, 'deg': 360}, 'rain': {'1h': 0.11}, 'clouds': {'all': 95}, 'dt': 1660682202, 'sys': {'type': 1, 'id': 6586, 'country': 'FR', 'sunrise': 1660624659, 'sunset': 1660675873}, 'timezone': 7200, 'id': 3025496, 'name': 'Chenôve', 'cod': 200}",1660682202,Chenôve,FR,47.2932,5.0046,74.62,50.0,95.0,6.91
595,595,"{'coord': {'lon': 48.2436, 'lat': 32.1942}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 101.86, 'feels_like': 96.3, 'temp_min': 101.86, 'temp_max': 101.86, 'pressure': 996, 'humidity': 9, 'sea_level': 996, 'grnd_level': 988}, 'visibility': 10000, 'wind': {'speed': 2.48, 'deg': 329, 'gust': 4.05}, 'clouds': {'all': 24}, 'dt': 1660682204, 'sys': {'country': 'IR', 'sunrise': 1660702350, 'sunset': 1660750207}, 'timezone': 16200, 'id': 114593, 'name': 'Susa', 'cod': 200}",1660682204,Susa,IR,32.1942,48.2436,101.86,9.0,24.0,2.48
596,596,"{'coord': {'lon': 43.7425, 'lat': -12.28}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 75.36, 'feels_like': 76.32, 'temp_min': 75.36, 'temp_max': 75.36, 'pressure': 1016, 'humidity': 79, 'sea_level': 1016, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 7.11, 'deg': 216, 'gust': 7.43}, 'clouds': {'all': 17}, 'dt': 1660682206, 'sys': {'country': 'KM', 'sunrise': 1660619895, 'sunset': 1660662045}, 'timezone': 10800, 'id': 921889, 'name': 'Fomboni', 'cod': 200}",1660682206,Fomboni,KM,-12.28,43.7425,75.36,79.0,17.0,7.11
597,597,"{'coord': {'lon': 97.9685, 'lat': 19.3003}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 73.26, 'feels_like': 74.93, 'temp_min': 73.26, 'temp_max': 73.26, 'pressure': 1006, 'humidity': 99, 'sea_level': 1006, 'grnd_level': 976}, 'visibility': 10000, 'wind': {'speed': 1.43, 'deg': 68, 'gust': 1.45}, 'clouds': {'all': 91}, 'dt': 1660682208, 'sys': {'country': 'TH', 'sunrise': 1660691368, 'sunset': 1660737324}, 'timezone': 25200, 'id': 1152222, 'name': 'Mae Hong Son', 'cod': 200}",1660682208,Mae Hong Son,TH,19.3003,97.9685,73.26,99.0,91.0,1.43
